Name,Wiki URL,Image URL,Description
Vithika Sheru,https://en.wikipedia.org/wiki/Vithika_Sheru,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Vithika_Sheru_receiving_a_memento_by_director_Dr.Prathibha_Penumalli_and_correspondent_Dr.A.Madhusudhana_Reddy_in_the_9th_Annual_Day_celebrations_of_Rainbow_Concept_School%2C_Mahabubnagar%2C_Telangana_State_%28cropped%29.jpg/220px-thumbnail.jpg,"Jeedigunta Vithika, also known as Vithika Sheru, is an Indian actress, who has acted in Telugu, Tamil and Kannada. She was one of the participants in the Bigg Boss Telugu 3 show ."
Vidya Malvade,https://en.wikipedia.org/wiki/Vidya_Malvade,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Vidya_Malvade.jpg/220px-Vidya_Malvade.jpg,Vidya Malvade is an Indian actress.
Vinaya Prasad,https://en.wikipedia.org/wiki/Vinaya_Prasad,,"Vinaya Prasad (also credited as Vinaya Prakash), born as Vinaya Bhat, is a popular film and television actress in South India who has primarily featured in Kannada and Malayalam films and TV series besides acting in Tamil and Telugu language films. She has won the State Best Actress Award for her performances in Aathanka (1993) and Bannada Hejje (2001). The senior actress in her career has shared screen space with Chiranjeevi, Vishnuvardhan, Rajinikanth, Mohanlal, Ambareesh, Venkatesh, Ananth Nag, Akkineni Nagarjuna, V. Ravichandran, Shivrajkumar, Mahesh Babu, N. T. Rama Rao Jr. and others."
Vibha Chibber,https://en.wikipedia.org/wiki/Vibha_Chibber,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Vibha_Chibber.jpg/220px-Vibha_Chibber.jpg,"Vibha Chibber is an Indian film and television actress and theatre artist. She is the mother of actor Puru Chibber, who also works in television serials."
Yogeeta Bali,https://en.wikipedia.org/wiki/Yogeeta_Bali,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/YogeetaBali.jpg/220px-YogeetaBali.jpg,Yogeeta Bali Chakraborty (born 13 August 1952) is a former Indian Hindi film actress. She was active in the late 1960s and through the 1970s.
Vidhubala,https://en.wikipedia.org/wiki/Vidhubala,,"Vidhubala is a former Malayalam film actress who started her career in the mid-1970s and retired when she was at the peak of her career.
Currently Vidhubala hosts a well accepted family reality show Kadhayallithu Jeevitham in Amrita TV."
Veena (actress),https://en.wikipedia.org/wiki/Veena_(actress),https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Veena_1945.jpg/220px-Veena_1945.jpg,"Veena (4 July 1926 – 14 November 2004), also known as Veena Kumari, real name Tajour Sultana, was an Indian actress."
Vasundhara Das,https://en.wikipedia.org/wiki/Vasundhara_Das,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Vasundhara_Das_%28cropped%29.jpg/220px-Vasundhara_Das_%28cropped%29.jpg,"Vasundhara Das is an Indian singer, actress, composer, entrepreneur, speaker, songwriter and environmental activist. Vasundhara's films include Hey Ram (Tamil/Hindi), Monsoon Wedding (English), Citizen (Tamil), Ravana Prabhu (Malayalam), Lankesh Patrike (Kannada) and several others. Vasundhara has worked with composers such as A. R. Rahman, Vishal-Shekhar, Pritam and Shankar-Ehsaan-Loy, to name a few. Vasundhara's current focus is on music composition at her Bangalore based studio called THE ACTIVE. She has also been involved in several independent projects such as Channel V Jammin', BBC's HIV awareness anthem for India 'Har Kadam', Mission Ustaad, Arya, Global Rhythms, Nylon Soundz and most recently, The Shah Hussain Project, a collaborative album with Sufi singer Mir Mukhtiyar Ali. She won the Filmfare Award for Best Female Playback Singer - Tamil for the film Mudhalvan"
Veena Malik,https://en.wikipedia.org/wiki/Veena_Malik,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Veena_Malik_Latest_Pic.jpg/220px-Veena_Malik_Latest_Pic.jpg,"Zahida Malik (born 26 February 1984), better known as Veena Malik, is a Pakistani actress, TV host, reality television personality and model who has appeared in Pakistani and Bollywood films. Veena made her film debut in 2000 with Sajjad Gul's Tere Pyar Mein. In 2002, she starred in Akbar Khan's Yeh Dil Aap Ka Huwa and Sassi Punno and later played roles in female-centric films such as Koi Tujh Sa Kahan (2005), Mohabbatan Sachiyan (2007), Kyun Tum Se Itna Pyar Hai (2005), Kabhi Pyar Na Karna (2008) and Ishq Be Parwah (2008). In 2012, she was seen in Bollywood with a comedy film, Daal Mein Kuch Kaala Hai. The following year, she appeared in the comedy-drama Zindagi 50-50, Supermodel and the Kannada film Dirty Picture: Silk Sakkath Maga. She also appeared in 2014 horror film Mumbai 125 KM 3D. She was a contestant on Bigg Boss in 2010."
Archana Shastry,https://en.wikipedia.org/wiki/Veda_Sastry,,"Archana  Shastry is an Indian film actress, working in Telugu cinema, Tamil cinema and Kannada cinema. She was one of the contestants in the first season of Bigg Boss - Telugu, hosted by N. T. Rama Rao Jr.. Shastry is a trained classical dancer in Kuchipudi dance form and performs in India, USA, UK and Malayasia. In November 2019, she married Jagadeesh Bakthavachalam, a vice president of a leading health-care company."
Vidya Balan,https://en.wikipedia.org/wiki/Vidya_Balan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Vidya_Balan_in_2020.jpg/220px-Vidya_Balan_in_2020.jpg,"Vidya Balan (pronounced ; born 1 January 1979) is an Indian actress. Known for pioneering a change in the portrayal of women in Hindi cinema with her roles in female-led films, she is the recipient of several awards, including a National Film Award and six Filmfare Awards. She was awarded the Padma Shri by the Government of India in 2014."
Varsha Bollamma,https://en.wikipedia.org/wiki/Varsha_Bollamma,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Varsha_Bollamma_sla.jpg/220px-Varsha_Bollamma_sla.jpg,"Varsha Bollamma is an Indian actress in Tamil, Malayalam, and Telugu films. She made her acting debut in the Tamil film Sathuran (2015). Her works include Yaanum Theeyavan (2017), Kalyanam (2018), and Seemathurai (2018)."
Varalaxmi Sarathkumar,https://en.wikipedia.org/wiki/Varalaxmi_Sarathkumar,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Varalaxmi_Profile_Picture.jpeg/220px-Varalaxmi_Profile_Picture.jpeg,"Varalaxmi Sarathkumar (born 5 March 1985) is an Indian who has appeared in Tamil, Malayalam and Kannada films. She made her debut with the Tamil film Podaa Podi (2012), portraying a London-based dancer."
Vrushika Mehta,https://en.wikipedia.org/wiki/Vrushika_Mehta,,Vrushika Mehta (born 18 February 1994) is an Indian actress and professional dancer known for playing Sharon Rai Prakash in Channel V's Dil Dosti Dance and Puchki/Devika Ghosh in Zee TV's Yeh Teri Galiyan.
Vaishnavi Mahant,https://en.wikipedia.org/wiki/Vaishnavi_Mahant,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Vaishnavi_Mahant.jpg/220px-Vaishnavi_Mahant.jpg,"Vaishnavi Mahant is an Indian film and TV actress who is best known for playing Geeta Vishwas in Mukesh Khanna's television series Shaktimaan, telecasted on Doordarshan. She has acted in various Bollywood films such as Bambai Ka Babu, opposite Saif Ali Khan, Ladlaa and Barsaat Ki Raat (1998). She is also known for playing Shilpa Sharma in Miley Jab Hum Tum, Shail in the Zee TV show Sapne Suhane Ladakpan Ke and Leela Taneja in the television series Tashan-E-Ishq."
Vani Viswanath,https://en.wikipedia.org/wiki/Vani_Viswanath,,"Vani Viswanath (born 13 May 1971) is an Indian film actress. She joined in Telugu Desam Party in Andhra Pradesh. In 2000, Vani won the Kerala State Film Award for Second Best Actress for her performance in Susanna, directed by T. V. Chandran. She was termed as Mollywood's ""Action Queen"".  In 1986, she made her acticg debut through th e Mannukkul Vairam (1986)"
Vanisri,https://en.wikipedia.org/wiki/Vanisri,https://upload.wikimedia.org/wikipedia/commons/d/de/Vanisri.jpg,"Vanisri, (born Rathna Kumari) is an Indian film actress known for her works predominately in Telugu, Tamil,  Kannada and Hindi films. In a film career spanning 40 years, she has received three Filmfare Awards South, including the Nandi Awards and the Tamil Nadu State Film Award. She gained attention with a supporting role in a film penned by K. Balachander titled Sukha Dukhalu, and Marapurani Kadha (1967). Vanisri has starred in super hits such as Krishnaveni, Prem Nagar, Dussehra Bullodu, Aradhana, Jeevitha Chakram, Rangula Ratnam, Sri Krishna Tulabharam, Bhakta Kannappa, Bobbili Raja, etc."
Vanishree,https://en.wikipedia.org/wiki/Vanishree,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,"Vanishree or Vanishri is an Indian actress known for her work in Kannada cinema and television. Some of the notable films of Vanishree as an actress include Sparsha (2000), Gaalipata (2008), Nan Hendthi Chennagidale (2000), Chowka (2017)."
Waheeda Rehman,https://en.wikipedia.org/wiki/Waheeda_Rehman,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Waheeda_Rehman_%28cropped%29.jpg/220px-Waheeda_Rehman_%28cropped%29.jpg,"Waheeda Rehman (born 3 February 1938) is an Indian actress and dancer who has appeared in mainly Hindi films, as well as Telugu, Tamil, Bengali and Malayalam films. She is noted for her contributions to different genres of films and different roles from the 1950s, 1960s, and early 1970s. Her accolades consist of a National Film Award, two Filmfare Awards out of eight nominations, the Filmfare Lifetime Achievement Award and the Centenary Award for Indian Film Personality. Throughout her career, she has been frequently cited as one of Bollywood's ""most beautiful"" actresses by various media outlets, a title for which she has received substantial publicity."
Vaishali Kasaravalli,https://en.wikipedia.org/wiki/Vaishali_Kasaravalli,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Vaishali_Kasaravalli.jpg/220px-Vaishali_Kasaravalli.jpg,"Vaishali Kasaravalli (12 April 1952 – 27 September 2010) was a noted Kannada actress, television serial director and costume designer."
Vaishali Desai,https://en.wikipedia.org/wiki/Vaishali_Desai,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Vaishali_Desai_at_the_IIJW_as_the_Show_Stopper_for_jeweler_Naresh_Kriplani.jpg/220px-Vaishali_Desai_at_the_IIJW_as_the_Show_Stopper_for_jeweler_Naresh_Kriplani.jpg,Vaishali Desai is an Indian model and actress. She won the Indian title of Miss International. She debuted in the film Kal Kissne Dekha.
Vandana Gupte,https://en.wikipedia.org/wiki/Vandana_Gupte,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Vandana_Gupte.JPG/220px-Vandana_Gupte.JPG,Vandana Gupte is a Marathi stage actress who has also performed television and film roles.
Vanitha Vijayakumar,https://en.wikipedia.org/wiki/Vanitha_Vijayakumar,,"Vanitha Vijayakumar is an Indian film actress, who has appeared in Tamil, Malayalam, and Telugu language films."
Upasana Singh,https://en.wikipedia.org/wiki/Upasna_Singh,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/UpasanaSingh.jpg/220px-UpasanaSingh.jpg,"Upasana Singh is an Indian actress and stand-up comedian. Singh is known for her role as a deaf-mute in the 1997 film Judaai. She played the character of ""Bua"" (paternal aunt) in the TV show Comedy Nights with Kapil and Tarawanti in the mad comedy show Nadaniyaan on BIG Magic. She is popular for her onscreen style and Punjabi and funny English dialogue delivery. She has done numerous Bollywood films as well as regional cinema such as Punjabi, Bhojpuri, Rajasthani and Gujarati."
Ulka Gupta,https://en.wikipedia.org/wiki/Ulka_Gupta,,"Ulka Gupta is an Indian film and television actress. She is popularly known as Manu as she played the role of Manu (the young Rani Lakshmibai) in the Zee TV soap Jhansi Ki Rani until leap and later Ulka made a re-entry to the same show as Kaali. Her debut film is a Tollywood movie, Andhra Pori, in which she plays the lead character, Prashanti. Ulka Gupta also worked in the 2015 Telugu film Rudhramadevi."
Usha Nadkarni,https://en.wikipedia.org/wiki/Usha_Nadkarni,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Usha_Nadkarni.JPG/220px-Usha_Nadkarni.JPG,"Usha Nadkarni (born 13 September 1946) is an Indian television and Bollywood, Marathi actress who is best known for her role of Savita Deshmukh in the popular show Pavitra Rishta, for which she was nominated in Zee Rishtey Awards as ""Best Evil Mother-In-Law"". She is a contestant on the Marathi version of Bigg Boss in 2018. She is best known for her evil roles in Marathi and Hindi films."
Vaani Kapoor,https://en.wikipedia.org/wiki/Vaani_Kapoor,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Vaani_Kapoor_walks_the_ramp_for_Payal_Jain.jpg/220px-Vaani_Kapoor_walks_the_ramp_for_Payal_Jain.jpg,"Vaani Kapoor (born 23 August 1988) is an Indian actress known for her work in Bollywood films produced by Yash Raj Films. She made her film debut  in the 2013 romantic comedy Shuddh Desi Romance, a critical and commercial success, which earned her Filmfare Award for Best Female Debut. She went on to star in the company's romantic comedies Aaha Kalyanam (2014) and Befikre (2016)."
Vadivukkarasi,https://en.wikipedia.org/wiki/Vadivukkarasi,,"Vadivukkarasi is an Indian film and Tamil television actress. She made her acting debut in the Tamil film Sigappu Rojakkal (1978) and has acted in more than 350 films and 10 television serials in Tamil, Telugu, Kannada and Malayalam. Film director A. P. Nagarajan is her maternal uncle."
Urvashi Sharma,https://en.wikipedia.org/wiki/Urvashi_Sharma,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Urvashi_Sharma_snapped_at_Sachiin_Joshis_bash-5_%28cropped%29.jpg/220px-Urvashi_Sharma_snapped_at_Sachiin_Joshis_bash-5_%28cropped%29.jpg,"Urvashi Sharma  (also known as  Raina Joshi) is an Indian Bollywood actress and model, born in Delhi."
Urvashi Dholakia,https://en.wikipedia.org/wiki/Urvashi_Dholakia,https://upload.wikimedia.org/wikipedia/commons/1/10/Urvashi_Dholakia_grace_Colors%E2%80%99_annual_bash_%28cropped%29.jpg,"Urvashi Dholakia is an Indian television actress best known for portraying Komolika Majumdar in Kasautii Zindagii Kay and Queen Iravati in Chandrakanta, winning Bigg Boss 6 and participating in Nach Baliye 9."
Usha Kiran,https://en.wikipedia.org/wiki/Usha_Kiran,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Usha_Kiran.jpg/222px-Usha_Kiran.jpg,"Usha Kiran (22 April 1929 – 9 March 2000) was an Indian film actress. In a career spanning over four decades, she acted in over 50 Hindi and Marathi films, notably Daag (1952), Patita (1953), Baadbaan (1954), Chupke Chupke (1975), Mili (1975) and Bawarchi (1972). She was also the Sheriff of Mumbai during 1996 and 1997."
Usha Chavan,https://en.wikipedia.org/wiki/Usha_Chavan,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,"Usha Chavan (born 17 October 1955) is an Indian actress working mainly in Marathi movies. She has also had roles in Telugu movies such as Durdabitta, and in the Hindi film Shirdi Ke Sai Baba.  She has done many films with actor Dada Kondke and the duo was well liked n appreciated by the audience"
Umashree,https://en.wikipedia.org/wiki/Umashree,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Umashree.jpg/220px-Umashree.jpg,"Umashree (born 10 May 1957) is an Indian actress and politician. She is known for her portrayal of film roles spoken in the Kannada language (over 400), particularly comic roles. She received National Film Award for Best Actress for her role as Gulabi in the 2008 Kannada movie Gulabi Talkies. In 2013, Umashree became a Member of the Legislative Assembly in Karnataka in the government of Siddaramaiah where she was the minister for women and child development, empowerment of the differently abled and senior citizens, Kannada language and culture."
Uma Padmanabhan,https://en.wikipedia.org/wiki/Uma_Padmanabhan,,Uma Padmanabhan (born: Uma Iyer) is a Tamil film and television actress.
Urvashi (actress),https://en.wikipedia.org/wiki/Urvashi_(actress),,"Kavitha Ranjini, known by the stage name Urvashi (born 25 January 1967) is an Indian film actress, television host and producer."
Urvashi Rautela,https://en.wikipedia.org/wiki/Urvashi_Rautela,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Urvashi_Rautela_and_others_walk_the_ramp_as_show_stoppers_at_Lakme_Fashion_Week_2019_Day_5_%28cropped%29.jpg/220px-Urvashi_Rautela_and_others_walk_the_ramp_as_show_stoppers_at_Lakme_Fashion_Week_2019_Day_5_%28cropped%29.jpg,"Urvashi Rautela (born 25 February 1994) is an Indian film actress and model who appears in Bollywood films. Rautela was crowned 
Miss Diva - 2015 and represented India at the Miss Universe 2015 pageant."
Uma Shankari,https://en.wikipedia.org/wiki/Uma_(actress),,Uma is an Indian film actress who appeared in regional Indian language films.
Varsha Usgaonkar,https://en.wikipedia.org/wiki/Varsha_Usgaonkar,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Varsha-Usgaonkar.jpg/220px-Varsha-Usgaonkar.jpg,"Varsha Usgaonkar (born 28 February 1965)  is an Indian film actress from Goa, who has worked in various Bollywood and Marathi movies as the leading lady. During the 1990s, she was the most popular actress in Marathi cinema."
Udita Goswami,https://en.wikipedia.org/wiki/Udita_Goswami,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Udita_Goswami_-_1.jpg/290px-Udita_Goswami_-_1.jpg,Udita Goswami (born 9 February) is an Indian actress who works in Hindi cinema.
Udaya Chandrika,https://en.wikipedia.org/wiki/Udaya_Chandrika,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/29px-India_film_clapperboard_%28variant%29.svg.png,"Udaya Chandrika was a Kannada cinema actress of the mid-1960s to the mid-1970s. She also appeared in Tamil, Malayalam and Telugu-language films."
Urmila Matondkar,https://en.wikipedia.org/wiki/Urmila_Matondkar,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/UrmilaMatondkar.jpg/220px-UrmilaMatondkar.jpg,"Urmila Matondkar (born 4 February 1974), is an Indian actress. Known for her work in Hindi films, in addition to Telugu, Tamil, Malayalam and Marathi cinema, she has received numerous accolades, including the Filmfare Award and the Nandi Award. During the early years of her career as a leading actress, she established a distinctive on-screen persona, was identified with her intense style and dancing skills, and was acknowledged as a sex symbol."
Ujjwala Raut,https://en.wikipedia.org/wiki/Ujjwala_Raut,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Ujjwala_Raut.jpg/220px-Ujjwala_Raut.jpg,"Ujjwala Raut (born June 11, 1978) is an Indian supermodel. She is the most successful overseas supermodel from india.She was one of five daughters and was born in Mumbai."
Udhayathara,https://en.wikipedia.org/wiki/Udhayathara,,"Udhayathara (born Sijo Varghese on 16 March 1988) is an Indian film actress, who predominantly acts in Tamil and Malayalam cinema but also appears in Kannada and Telugu films."
Tina Datta,https://en.wikipedia.org/wiki/Tina_Dutta,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/TinaDutta02.jpg/220px-TinaDutta02.jpg,"Tina Datta, also spelled Tinaa Dattaa, is an Indian film and television actress. She played the lead role of Ichcha Veer Singh Bundela in Uttaran and participated in the reality show Fear Factor: Khatron Ke Khiladi 7. She has also played the role of Dhamini in Karmaphal Daata Shani. She portrayed the role of Jaanvi Chaudhry in Daayan in 2018-2019."
Trisha (actress),https://en.wikipedia.org/wiki/Trisha_Krishnan,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Trisha_at_World_Children%27s_Day_Press_Meet.png/220px-Trisha_at_World_Children%27s_Day_Press_Meet.png,"Trisha Krishnan (born 4 May 1983), known mononymously as Trisha, is an Indian film actress and model, who primarily works in Tamil and Telugu language films. She was noticed after winning several beauty pageants like the Miss Madras contest (1999), which marked her entry into filmdom."
Tulip Joshi,https://en.wikipedia.org/wiki/Tulip_Joshi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Tulip_Joshi_interacts_with_young_girls_at_Arts_in_Motion%27s_%27Dance_with_Joy%27_event_11.jpg/220px-Tulip_Joshi_interacts_with_young_girls_at_Arts_in_Motion%27s_%27Dance_with_Joy%27_event_11.jpg,"Tulip Joshi (born 11 September 1979) is an Indian actress who has appeared in Hindi, Kannada, Malayalam and Telugu films."
Tia Bajpai,https://en.wikipedia.org/wiki/Tia_Bajpai,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/TiaBajpai.jpg/220px-TiaBajpai.jpg,"Tia Bajpai (born Twinkle Bajpai) is an Indian singer, television and film actress. She made her film debut in 2011 with Vikram Bhatt's film Haunted - 3D, and appeared in 1920: Evil Returns and Baankey Ki Crazy Baraat. She also participated in Sa Re Ga Ma Pa Challenge 2005."
Tina Desai,https://en.wikipedia.org/wiki/Tena_Desae,,"Tina Desai (born February 24, 1987) is an Indian actress and model. She debuted with the 2011 thriller Yeh Faasley, and went on to star in the action comedy Sahi Dhandhe Galat Bande, before making her foreign debut in 2012 in the comedy-drama The Best Exotic Marigold Hotel. She is also known for her main role in the Netflix series Sense8."
Twinkle Khanna,https://en.wikipedia.org/wiki/Twinkle_Khanna,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/TwinkleKhanna.jpg/220px-TwinkleKhanna.jpg,"Twinkle Khanna (also known as Tina Jatin Khanna; born on 29 December 1974) is a well-known author, newspaper columnist, interior designer, film producer and a former film actress.
In 2015, she released her first non-fiction book, ""MrsFunnybones"" which was declared a bestseller , making Khanna India’s highest-selling woman writer that year.  
Her second book “The Legend of Lakshmi Prasad” a collection of short stories, one of which was based on social entrepreneur Arunachalam Muruganantham was later made into National Award winning feature film, Pad Man with the focus on dispelling taboos around menstruation.   It was produced under Khanna's production house Mrs. Funnybones Movies which was set up in 2016.  
Her most recent book and first novel, Pyjamas are Forgiving (Juggernaut Books, 2018) made her the highest-selling female author in India in the year 2018, according to Nielsen BookScan India. 
  
In 2019, Twinkle Khanna also launched Tweak India, a bilingual digital media platform for women.  
In 2001, Khanna had ventured into interior designing and is the co-owner of The White Window, a chain of interior designing stores which operates in Mumbai. She does not have a professional degree and learned the skills by working with an architect for two years.
She is the co-founder of the production company Grazing Goat Pictures and has co-produced 6 features including the Marathi language drama 72 Miles.
She had made her debut as an actress with the film Barsaat (1995) for which she had also won the Filmfare Award for Best Female Debut"
Tina Ambani,https://en.wikipedia.org/wiki/Tina_Munim,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Tina_ambani.jpg/220px-Tina_ambani.jpg,"Tina Anil Ambani (born as Tina Munim in 1957) is a former Bollywood actress and chairperson of the Mumbai-based Kokilaben Dhirubhai Ambani Hospital, Harmony for Silvers Foundation and Harmony Art Foundation. She is also Chairperson of Group CSR, Reliance Group, and the Mudra Foundation for Communications Research and Education (MFFCRE), as well as Chief Mentor and Advisor for the Strategic Planning Committee of the Dhirubhai Ambani Institute of Information and Communication Technology (DA-IICT). Her husband is Anil Ambani, Chairman of Reliance Group."
Tisca Chopra,https://en.wikipedia.org/wiki/Tisca_Chopra,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Tisca_Chopra_snapped_doing_media_interactions_for_Chhuri_%2806%29_%28cropped%29.jpg/220px-Tisca_Chopra_snapped_doing_media_interactions_for_Chhuri_%2806%29_%28cropped%29.jpg,"Tisca Chopra (born 1 November 1973) is an Indian actress, author and film producer. She has acted in over 45 feature films in different languages with many eminent directors like Aamir Khan, Prakash Jha, Madhur Bhandarkar, Abhinay Deo, Nagesh Kukunoor and Anup Singh."
Urmilla Kothare,https://en.wikipedia.org/wiki/Urmila_Kanitkar,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Urmilla_Kothare.jpg/220px-Urmilla_Kothare.jpg,"Urmilla Kanetkar Kothare is an Indian film actress in Marathi cinema, and television. She is known for her roles in the Marathi films Duniyadari, Shubha Mangal Saavadhan , Ti Saddhya Kay Karte and Hindi TV serials Maayka and Mera Sasural and the Marathi serials Asambhav, Uun Paus and Goshta Eka Lagnachi. She is a classical dancer and made her Telugu cinema debut in 2014 with Welcome Obama."
Tejaswi Madivada,https://en.wikipedia.org/wiki/Tejaswi_Madivada,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Tejaswi_Madivada_Hot.jpg/220px-Tejaswi_Madivada_Hot.jpg,"Tejaswi Madivada is an Indian film actress and model, who works predominantly in the Telugu film industry. A dance tutor turned actress, she made her acting debut in 2013 with Seethamma Vaakitlo Sirimalle Chettu and became noted after starring in Ice Cream. She was a contestant in reality TV show Bigg Boss Telugu 2 Evicted on Day 42 in 2018"
Taruni Sachdev,https://en.wikipedia.org/wiki/Taruni_Sachdev,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Taruni_-_from_Commons.jpg/220px-Taruni_-_from_Commons.jpg,"Taruni Sachdev (14 May 1998  – 14 May 2012) was an Indian model and child actress, best known for her work in television advertisements and films. She made appearances in Rasna advertisements and the Bollywood film Paa (2009), playing Amitabh Bachchan's classmate. She was well popular among the Malayali audience for her portrayal of Ammukutty in Vellinakshatram (2004 film)."
Tara D'Souza,https://en.wikipedia.org/wiki/Tara_D%27Souza,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Tara_d_souza_launch_of_sula%27s_vinoteca.jpg/220px-Tara_d_souza_launch_of_sula%27s_vinoteca.jpg,"Tara Concepta D'Souza (born 20 December 1986), commonly known as Tara D'Souza, is an Indian film actress and model, known for her work in the films Mujhse Fraaandship Karoge and Mere Brother Ki Dulhan."
Tara Sharma,https://en.wikipedia.org/wiki/Tara_Sharma,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Tara_promotes_%2710ml_Love%27.jpg/220px-Tara_promotes_%2710ml_Love%27.jpg,"Tara Sharma is a British-Indian actress, entrepreneur, creator, and producer."
Tara (Kannada actress),https://en.wikipedia.org/wiki/Tara_(Kannada_actress),,"Anuradha (born 4 March 1971), known by her stage name Tara, is an Indian actress and politician. As an actress, she is known for her work in Kannada cinema. She joined the Bharatiya Janata Party (BJP) in 2009 and is currently a nominated member of the Karnataka Legislative Council."
Tanvi Azmi,https://en.wikipedia.org/wiki/Tanvi_Azmi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Tanvi_Azmi.jpg/220px-Tanvi_Azmi.jpg,Tanvi Azmi is an Indian film and television actress.
Tara Deshpande,https://en.wikipedia.org/wiki/Tara_Deshpande,,"Tara Deshpande (born 9 December 1975) is an Indian actress, writer, former model and MTV VJ. Tara hosted a show called Kab Kyon Kahaan on Zee TV, along with Parth and then with Vinay Jain in the early 1990s. She appeared in several acclaimed films such as Sudhir Mishra's Is Raat Ki Subah Nahin and Kaizad Gustad's Bombay Boys. Since her marriage to an American citizen and moving to Boston in 2001, she lives in the Boston area where she currently runs a catering agency. Her husband is a graduate of Harvard Business School and is in finance. Tara published her first book at the age of 23, Fifty and Done (Harper Collins). Before entering the world of movies she was a model and MTV VJ and a regular on the Mumbai stage. She played Begum Sumroo in Alyque Padamsee's play of the same name. Her latest book, A Sense for Spice: Recipes and Stories from a Konkan Kitchen (Westland Publishers 2012) has become a best seller. She travels between NYC and Mumbai."
Tanu Roy,https://en.wikipedia.org/wiki/Tanu_Roy,,"Tanu Roy is an Indian film actress and model. A Bengali by birth, she has predominantly appeared in Telugu films apart from some Tamil, Malayalam, Bengali and Kannada films. She is mostly known for her item numbers in films like Mass and Hero. She is known for her role in the Malayalam movie Ee Adutha Kalathu."
Tanuja,https://en.wikipedia.org/wiki/Tanuja,https://upload.wikimedia.org/wikipedia/commons/e/ee/Tanuja.jpg,"Tanuja Samarth, popularly known as Tanuja, is an Indian film actress, who predominantly works in the Hindi film industry. Part of the Mukherjee-Samarth family, she is the daughter of actress Shobhna Samarth and producer Kumarsen Samarth, and was married to filmmaker Shomu Mukherjee, with whom she has two daughters, actresses Kajol and Tanisha. A recipient of two Filmfare Awards, Tanuja is best known for her roles in the Hindi films like  Memdidi (1961), Chand Aur Suraj (1965), Baharen Phir Bhi Aayengi (1966), Jewel Thief (1967), Nai Roshni (1967), Jeene Ki Raah (1969), Haathi Mere Saathi (1971), Anubhav (1971), Mere Jeevan Saathi (1972) and Do Chor (1972). Her pairing with actors Sanjeev Kumar, Rajesh Khanna and Dharmendra used to be popular in late 60s and early 70s."
